No,Answer Granularity,PIC,Question,Answer,Law,Chapter,Article,Subsection,Letter (1st level)
,Pasal,Cisco,Bagaimana ketentuan penerimaan Manfaat Program Jaminan Sosial Ketenagakerjaan selama masa penyesuaian Iuran?,"Selama masa penyesuaian Iuran, Manfaat Program Jaminan Sosial Ketenagakerjaan yang diterima Peserta tetap sesuai ketentuan peraturan perundang-undangan.",PP 49/2020,3,24,,
,Bab,Cisco,Pasal berapa yang mengatur terkait Manfaat Program Jaminan Sosial Ketenagakerjaan?,Pasal 24 - 25,PP 49/2020,3,,,
,Pasal,Cisco,Bagaimana ketentuan penerimaan Manfaat Program Jaminan Sosial Ketenagakerjaan jika peserta melakukan klaim JP pada jangka waktu berlakunya Peraturan Pemerintah ini?,Jika Peserta melakukan klaim JP pada jangka waktu berlakunya Peraturan Pemerintah ini dan mendapatkan Manfaat lumsum maka Iuran seluruh kewajiban bagian Pemberi Kerja termasuk yang ditunda harus dibayar lunas oleh Pemberi Kerja kepada BPJS Ketenagakerjaan sebelum Manfaat lumsum diberikan kepada Pekerja.,PP 49/2020,3,25,,
,Pasal,Cisco,Bagaimana keberlakuan penyesuaian Iuran Program Jaminan Sosial Ketenagakerjaan?,Penyesuaian Iuran sebagaimana dimaksud dalam Peraturan Pemerintah ini berlaku dimulai sejak Iuran Program Jaminan Sosial Ketenagakerjaan bulan Agustus 2020 sampai dengan Iuran Program Jaminan Sosial Ketenagakerjaan bulan Januari 2021.,PP 49/2020,4,26,,
,Bab,Cisco,Apa saja kebijakan keberlakuan penyesuaian iuran Program Jaminan Sosial Ketenagakerjaan?,Pasal 26 - 28,PP 49/2020,4,,,
,Ayat,Cisco,Pasal berapa saja yang mengatur ketentuan pembayaran penyesuaian iuran dan pembayaran denda?,"Penyesuaian Iuran dan pembayaran denda sebagaimana dimaksud dalam Peraturan Pemerintah ini berlaku bagi Pemberi Kerja dan Peserta dengan ketentuan pembayaran dilakukan dalam jangka waktu sebagaimana dimaksud dalam Pasal 4, Pasal 17, dan Pasal 26.",PP 49/2020,4,27,1,
,Huruf,Cisco,Apa yang dimaksud dengan Penempatan Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran?,Penempatan Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran adalah kegiatan pelayanan untuk mempertemukan awak kapal sesuai kompetensi atau keahlian dan keterampilan dengan Pemberi Kerja atau Prinsipal.,PP 22/2022,1,1,1,1
,Huruf,Cisco,Apa yang dimaksud dengan SIP3MI?,Surat Izin Perusahaan Penempatan Pekerja Migran Indonesia yang selanjutnya disebut SIP3MI adalah izin tertulis yang diberikan oleh Menteri kepada badan usaha berbadan hukum Indonesia yang akan menjadi Perusahaan Penempatan Pekerja Migran Indonesia.,PP 22/2022,1,1,1,4
,Huruf,Cisco,Apa yang dimaksud dengan Buku Pelaut?,"Buku Pelaut adalah buku identitas bagi pelaut yang diterbitkan oleh kementerian yang menyelenggarakan urusan pemerintahan di bidang transportasi, yang bukan sebagai dokumen perjalanan bagi pelaut dan tidak dapat menggantikan paspor.",PP 22/2022,1,1,1,6
,Huruf,Cisco,Apa yang dimaksud dengan PKL dalam Peraturan Pemerintah ini?,Perjanjian Kerja Laut yang selanjutnya disingkat PKL adalah perjanjian kerja perseorangan yang dibuat dan ditandatangani antara awak kapal dengan pihak yang bertindak untuk dan atas nama Pemberi Kerja atau Prinsipal yang memuat hak dan kewajiban para pihak dan disahkan oleh syahbandar.,PP 22/2022,1,1,1,8
,Huruf,Cisco,Apa yang dimaksud dengan Prinsipal?,Prinsipal adalah pengguna jasa Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran yang berkedudukan sebagai pemilik kapal atau operator kapal yang mempekerjakan Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran.,PP 22/2022,1,1,1,19
,Huruf,Cisco,Apa yang dimaksud dengan Awak Kapal Niaga Migran?,Awak Kapal Niaga Migran adalah Pekerja Migran Indonesia yang dipekerjakan atau bekerja di atas kapal niaga berbendera asing oleh pemilik atau operator kapal untuk melakukan tugas di atas kapal sesuai dengan jabatannya yang tercantum dalam buku sijil.,PP 22/2022,1,1,1,22
,Huruf,Cisco,Apa yang dimaksud dengan Awak Kapal Perikanan Migran?,Awak Kapal Perikanan Migran adalah Pekerja Migran Indonesia yang dipekerjakan atau bekerja di atas kapal perikanan berbendera asing oleh pemilik atau operator kapal untuk melakukan tugas di atas kapal sesuai dengan jabatannya yang tercantum dalam buku sijil.,PP 22/2022,1,1,1,23
,Ayat,Cisco,Siapa saja pelaksana penempatan yang ikut keberlakuan dengan Peraturan Pemerintah ini?,"Pelaksana penempatan sebagaimana dimaksud pada ayat (1) huruf a terdiri atas:
a. BP2MI;
b. P3MI; dan
c. perusahaan yang menempatkan awak kapal untuk kepentingan perusahaan sendiri.",PP 22/2022,1,3,2,
,Pasal,Cisco,Apa saja yang harus dilaporkan oleh Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran yang bekerja secara perseorangan?,"Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran yang bekerja secara perseorangan sebagaimana dimaksud dalam Pasal 3 ayat (3) harus melaporkan:
a. rencana keberangkatan secara daring atau luring kepada Dinas Kabupaten/Kota atau LTSA Pekerja Migran Indonesia, dengan melampirkan:
1. paspor;
2. Buku Pelaut;
3. PKL;
4. bukti kepesertaan program Jaminan Sosial;
5. surat keterangan sehat berdasarkan pemeriksaan kesehatan dan psikologi;
6. visa kerja;
7. dokumen identitas pelaut; dan
8. sertifikat kompetensi kerja, sertifikat keahlian pelaut, dan/atau sertifikat keterampilan pelaut.
b. Kedatangan kepada Perwakilan Republik Indonesia secara daring melalui Portal Peduli Warga Negara Indonesia atau luring.",PP 22/2022,1,4,,
,Bab,Cisco,Apa saja kebijakan penempatan dan pelindungan awak kapal niaga migran?,Pasal 5 - 21,PP 22/2022,2,,,
,Ayat,Cisco,Antara siapa perjanjian tertulis penempatan awak kapal niaga migran oleh BP2MI dilaksanakan?,"Penempatan Awak Kapal Niaga Migran oleh BP2MI dilaksanakan berdasarkan perjanjian tertulis antara:
a. Pemerintah Republik Indonesia dengan pemerintah negara tujuan; atau
b. Pemerintah Republik Indonesia dengan Pemberi Kerja atau Prinsipal berbadan hukum di negara tujuan penempatan.",PP 22/2022,2,5,1,
,Ayat,Cisco,Apakah perlu tindak lanjut dengan perjanjian teknis dalam hal perjanjian tertulis antara pemerintah dan pemberi kerja atau prinsipal berbadan hukum di negara tujuan penempatan?,Perjanjian secara tertulis sebagaimana dimaksud pada ayat (3) ditindaklanjuti dengan perjanjian teknis antara BP2MI dan lembaga pemerintah yang ditunjuk oleh pemerintah negara Pemberi Kerja atau Prinsipal.,PP 22/2022,2,5,4,
,Ayat,Cisco,Bagaimana tahapan pelaksanaan Penempatan Awak Kapal Niaga Migran oleh BP2MI?,"Tahapan pelaksanaan Penempatan Awak Kapal Niaga Migran oleh BP2MI sebagaimana dimaksud dalam Pasal 5 dilaksanakan melalui:
a. pemberian informasi;
b. pendaftaran;
c. seleksi;
d. pemeriksaan kesehatan dan psikologi;
e. penandatanganan Perjanjian Penempatan;
f. pendaftaran kepesertaan Jaminan Sosial;
g. pelaksanaan orientasi pra pemberangkatan;
h. penandatanganan PKL; dan
i. pemberangkatan.",PP 22/2022,2,6,1,
,Pasal,Cisco,Mana integrasi data proses penempatan awak kapal niaga migran dilaksanakan?,Proses Penempatan Awak Kapal Niaga Migran dilaksanakan melalui integrasi data kementerian/lembaga terkait.,PP 22/2022,2,7,,
,Ayat,Cisco,Apa saja persyaratan yang harus dipenuhi untuk mendapatkan SIP3MI?,"Untuk mendapatkan SIP3MI sebagaimana dimaksud pada ayat (1), P3MI harus memenuhi persyaratan:
a. berbentuk badan hukum perseroan terbatas;
b. memiliki akta pendirian lengkap sampai akta perubahan terakhir yang dilengkapi surat keputusan pengesahan oleh kementerian yang menyelenggarakan urusan pemerintahan di bidang hukum dan hak asasi manusia;
c. memiliki nomor pokok wajib pajak perusahaan;
d. memiliki surat keterangan domisili;
e. salinan kartu tanda penduduk pemilik perusahaan;
f. memiliki sistem pendataan Awak Kapal Niaga Migran; 
g. memiliki modal disetor yang tercantum dalam akta pendirian perusahaan paling sedikit Rp5.000.000.000,00 (lima miliar rupiah);
h. menyetor uang kepada bank pemerintah dalam bentuk deposito paling sedikit Rp1.500.000.000,00 (satu miliar lima ratus juta rupiah) yang sewaktu-waktu dapat dicairkan sebagai jaminan untuk memenuhi kewajiban dalam Pelindungan Awak Kapal Niaga Migran;
i. memiliki rencana kerja Penempatan dan Pelindungan Awak Kapal Niaga Migran paling singkat 3 (tiga) tahun berjalan;
j. memiliki sarana dan prasarana pelayanan Penempatan Awak Kapal Niaga Migran;
k. memiliki bukti lulus seleksi teknis dari kementerian yang menyelenggarakan urusan pemerintahan di bidang transportasi; dan
l. memiliki tenaga ahli di bidang kepelautan.",PP 22/2022,2,8,3,
,Ayat,Cisco,Berapa lama jangka waktu SIP3MI?,SIP3MI diberikan untuk jangka waktu 5 (lima) tahun dan dapat diperpanjang.,PP 22/2022,2,9,1,
,Ayat,Cisco,Bagaimana apabila P3MI tidak lagi memenuhi persyaratan SIP3MI?,Jika P3MI tidak lagi memenuhi persyaratan SIP3MI sebagaimana dimaksud dalam Pasal 8 ayat (3) maka P3MI tersebut dikenai sanksi administratif.,PP 22/2022,2,9,2,
,Ayat,Cisco,Apa perjanjian yang wajib dimiliki P3MI dalam melaksanakan Penempatan Awak Kapal Niaga Migran?,P3MI dalam melaksanakan Penempatan Awak Kapal Niaga Migran wajib memiliki perjanjian keagenan dengan Pemberi Kerja atau Prinsipal yang disahkan (endorsement) oleh Perwakilan Republik Indonesia.,PP 22/2022,2,10,1,
,Ayat,Cisco,Lampiran apa yang harus P3MI berikan untuk memperoleh perjanjian keagenan?,"Untuk memperoleh perjanjian keagenan sebagaimana dimaksud pada ayat (1), P3MI harus melampirkan dokumen:
a. surat penunjukan yang disahkan (endorsement) oleh Perwakilan Republik Indonesia bagi Pemberi Kerja atau Prinsipal yang berkedudukan di luar negeri;
b. surat keterangan terdaftar pada institusi atau lembaga berwenang di negara masing-masing dan wajib disahkan (endorsement) oleh Perwakilan Republik Indonesia bagi Pemberi Kerja atau Prinsipal yang berkedudukan di luar negeri;
c. KKB;
d. surat kuasa untuk bertindak atas nama Prinsipal untuk Penempatan Awak Kapal Niaga Migran wajib disahkan (endorsement) oleh Perwakilan Republik Indonesia bagi Pemberi Kerja atau Prinsipal yang berkedudukan di luar negeri; dan
e. salinan draf PKL dari Pemberi Kerja atau Prinsipal.
",PP 22/2022,2,10,4,
,Ayat,Cisco,Bagaimana P3MI mengajukan permohonan kepada BP2MI untuk mendapatkan SIP2MI?,"Untuk mendapatkan SIP2MI sebagaimana dimaksud pada ayat (1), P3MI mengajukan permohonan kepada BP2MI dengan melampirkan dokumen:
a. perjanjian keagenan antara P3MI dengan Pemberi Kerja atau Prinsipal; dan
b. rancangan Perjanjian Penempatan antara P3MI dengan calon Awak Kapal Niaga Migran.",PP 22/2022,2,11,2,
,Pasal,Cisco,Bagaimana penyampaian SIP2MI yang berlaku secara nasional kepada P3MI?,SIP2MI berlaku secara nasional dan disampaikan kepada P3MI secara daring melalui sistem komputerisasi Pelindungan Pekerja Migran Indonesia yang terintegrasi dengan sistem informasi ketenagakerjaan terpadu.,PP 22/2022,2,12,,
,Ayat,Cisco,Kepada siapa dilaporkan Penempatan Awak Kapal Niaga Migran oleh Perusahaan?,Perusahaan sebagaimana dimaksud pada ayat (1) wajib melaporkan Penempatan Awak Kapal Niaga Migran kepada Menteri.,PP 22/2022,2,14,2,
,Pasal,Cisco,Apa saja persyaratan yang harus dipenuhi Setiap calon Awak Kapal Niaga Migran?,"Setiap calon Awak Kapal Niaga Migran harus memenuhi persyaratan:
a. berusia minimal 18 (delapan belas) tahun;
b. memiliki kompetensi atau memiliki pendidikan sesuai dengan persyaratan jabatan yang ditetapkan oleh Pemberi Kerja atau Prinsipal dan memenuhi kualifikasi kompetensi kerja sesuai dengan ketentuan peraturan perundang-undangan;
c. sehat jasmani dan rohani;
d. terdaftar dan memiliki nomor kepesertaan Jaminan Sosial; dan
e. memiliki dokumen lengkap yang dipersyaratkan.",PP 22/2022,2,15,,
,Pasal,Cisco,Pada siapa pendaftaran setiap calon Awak Kapal Niaga Migran yang memenuhi persyaratan dilakukan?,Setiap calon Awak Kapal Niaga Migran yang memenuji persyaratan sebagaimana dimaksud dalam Pasal 15 harus melakukan pendaftaran pada Dinas Kabupaten/Kota atau LTSA Pekerja Migran Indonesia secara daring dan luring.,PP 22/2022,2,16,,
,Ayat,Cisco,Apa saja paling sedikit termuat dalam PKL Awak Kapal Niaga Migran?,"PKL Awak Kapal Niaga Migran sebagaimana dimaksud pada ayat (1) paling sedikit memuat:
a. identitas Awak Kapal Niaga Migran:
1. nama lengkap;
2. tanggal lahir atau usia dan tempat lahir;
3. nomor dokumen identitas pelaut atau kode pelaut;
4. nomor paspor; dan
5. alamat di Indonesia;
b. identitas Pemberi Kerja atau Prinsipal:
1. nama;
2. nomor identifikasi pribadi; dan
3. alamat/domisili;
c. identitas P3MI:
1. nama penanggung jawab; dan
2. alamat/domisili;
d. identitas kapal:
1. nama kapal;
2. nomor pendaftaran kapal atau nomor international maritime organization; dan
3. bendera kapal;
e. hak dan kewajiban para pihak;
f. kondisi dan syarat kerja paling sedikit meliputi:
1. waktu kerja, waktu istirahat, dan cuti;
2. upah, cara pembayaran upah, upah lembur, upah cuti tahunan, dan bonus;
3. akomodasi, fasilitas rekreasi, dan konsumsi; dan 
4. Jaminan Sosial dan asuransi;
g. tempat dan tanggal penandatanganan PKL;
h. jabatan atau rank di atas kapal;
i. hak atas pemulangan atau repatriasi;
j. referensi nomor KKB jika ada;
k. penyelesaian sengketa; dan
l. jangka waktu PKL.",PP 22/2022,2,17,2,
,Ayat,Cisco,Bagaimana ketentuan Waktu Kerja dan waktu istirahat?,"Waktu kerja dan waktu istirahat sebagaimana dimaksud pada ayat (2) huruf f angka 1 dengan ketentuan sebagai berikut:
a. waktu kerja paling lama tidak melebihi:
1. 14 (empat belas) jam dalam jangka waktu 24 (dua puluh empat) jam; dan
2. 72 (tujuh puluh dua) jam dalam jangka waktu 7 (tujuh) hari kerja;
b. waktu istirahat paling sedikit tidak kurang dari:
1. 10 (sepuluh) jam dalam jangka waktu 24 (dua puluh empat) jam; dan
2. 77 (tujuh puluh tujuh) jam dalam jangka waktu 7 (tujuh) hari kerja.",PP 22/2022,2,17,3,
,Ayat,Cisco,Apa saja dokumen yang wajib dimiliki setiap Awak Kapal Niaga Migran?,"Setiap Awak Kapal Niaga Migran wajib memiliki dokumen sebagai berikut:
a. paspor;
b. Buku Pelaut;
c. PKL;
d. bukti kepesertaan program Jaminan Sosial;
e. surat keterangan sehat berdasarkan pemeriksaan kesehatan dan psikologi;
f. Visa Kerja;
g. dokumen identitas pelaut jika dipersyaratkan oleh Pemberi Kerja atau Prinsipal; dan
h. sertifikat kompetensi kerja, sertifikat keahlian pelaut, dan/atau sertifikat keterampilan pelaut.",PP 22/2022,2,18,1,
,Ayat,Cisco,Apa saja pelindungan yang paling sedikit diberikan?,"Pelindungan sebagaimana dimaksud pada ayat (1) paling sedikit meliputi:
a. upah;
b. waktu kerja dan waktu istirahat;
c. hak cuti;
d. pemulangan;
e. hak kompensasi atas hilangnya kapal;
f. manning levels;
g. pengembangan kemampuan dan karier;
h. memperoleh akomodasi, fasilitas rekreasi, makanan, minuman, dan air bersih;
i. pelayanan kesehatan di atas kapal dan darat;
j. keselamatan dan kesehatan kerja;
k. pencegahan kecelakaan kerja;
l. akses fasilitas kesejahteraan di pelabuhan; dan
m. Jaminan Sosial dan asuransi.",PP 22/2022,2,19,2,
,Ayat,Cisco,Apa saja sebab hak pemulangan atau repatriasi Awak Kapal Niaga Migran?,"Awak Kapal Niaga Migran berhak atas pemulangan atau repatriasi yang disebabkan:
a. jangka waktu PKL berakhir ketika berada di atas kapal atau di luar negeri;
b. PKL diakhiri oleh Pemberi Kerja atau Prinsipal atau Awak Kapal Niaga Migran disebabkan alasan yang dibenarkan; atau
c. Awak Kapal Niaga Migran tidak mampu lagi melaksanakan kewajiban yang diatur dalam PKL atau tidak dapat diharapkan melaksanakan kewajiban dalam keadaan khusus.",PP 22/2022,2,20,1,
,Ayat,Cisco,Siapa yang menanggung hak atas pemulangan atau repatriasi Awak Kapal Niaga Migran?,Hak atas pemulangan atau repatriasi Awak Kapal Niaga Migran sebagaimana dimaksud pada ayat (1) ditanggung oleh Pemberi Kerja atau Prinsipal sampai ke daerah tempat asal Awak Kapal Niaga Migran.,PP 22/2022,2,20,2,
,Pasal,Cisco,Bagaimana apabila PKL berakhir saat Awak Kapal Niaga Migran sedang berlayar dan tidak memungkinkan dilakukan pemulangan?,"Dalam hal PKL berakhir saat Awak Kapal Niaga Migran sedang berlayar yang tidak dimungkinkan dilakukan pemulangan, Awak Kapal Niaga Migran harus meneruskan tugas di atas kapal niaga samoai kapal niaga tiba di pelabuhan pertama berikutnya dan menerima imbalan upah dan kesejahteraan atas kelebihan waktu kerja.",PP 22/2022,2,21,,
,Bab,Cisco,Apa saja kebijakan penempatan dan pelindungan awak kapal perikanan migran?,Pasal 22 - 37,PP 22/2022,3,,,
,Bab,Cisco,Pasal berapa yang mengatur penyelesaian perselisihan?,Pasal 38 - 39,PP 22/2022,4,,,
,Bab,Cisco,Pasal berapa yang mengatur pengawasan?,Pasal 40,PP 22/2022,5,,,
,Bab,Cisco,Apa saja kebijakan sanksi administratif?,Pasal 41,PP 22/2022,6,,,
,Bab,Cisco,Adakah pasal yang mengatur ketentuan lain-lain?,Pasal 42,PP 22/2022,7,,,
,Bab,Cisco,Apa saja kebijakan dalam Ketentuan penutup?,Pasal 43 - 46,PP 22/2022,8,,,
,Huruf,Cisco,Berapa modal disetor yang tercantum dalam akta pendirian perusahaan sebagai syarat yang harus dipenuhi P3MI untuk mendapatkan SIP3MI?,"Untuk mendapatkan SIP3MI sebagaimana dimaksud pada ayat (1), P3MI harus memenuhi persyaratan:
g. memiliki modal disetor yang tercantum dalam akta pendirian perusahaan paling sedikit Rp5.000.000.000,00 (lima miliar rupiah);",PP 22/2022,3,25,3,g
,Pasal,Cisco,Apa saja persyaratan setiap calon Awak Kapal Perikanan Migran?,"Setiap calon Awak Kapal Perikanan Migran harus memenuhi persyaratan:
a. berusia minimal 18 (delapan belas) tahun;
b. memiliki kpmpetensi atau memenuhi kualifikasi kompetensi kerja sesuai dengan ketentuan peraturan perundang-undangan;
c. sehat jasmani dan rohani;
d. terdaftar dan memiliki nomor kepesertaan Jaminan Sosial; dan
e. memiliki dokumen lengkap yang dipersyaratkan.",PP 22/2022,3,31,,
,Pasal,Cisco,Kepada siapa pendaftaran calon Awak Kapal Perikanan Migran yang memenuhi persyaratan dilakukan?,Setiap calon Awak Kapal Perikanan Migran yang memenuhi persyaratan sebagaimana dimaksud dlaam pasal 31 harus melakukan pendaftaran pada Dinas Kabupaten/Kota atau LTSA Pekerja Migran Indonesia secara daring dan luring.,PP 22/2022,3,32,,
,Huruf,Cisco,Alamat apa yang harus termuat dalam PKL Awak Kapal perikanan Migran sebagai identitas Awak Kapal Perikanan Migran?,"PKL Awak Kapal Perikanan Migran sebagaimana dimaksud pada ayat (1) paling sedikit memuat:
a. identitas Awak Kapal Perikanan Migran:
4. alamat di Indonesia",PP 22/2022,3,33,2,a
,Pasal,Cisco,Bagaimana apabila PKL berakhir saat Awak Kapal Perikanan Migran sedang berlayar dan tidak memungkinkan dilakukan pemulangan?,"Dalam hal PKL berakhir saat Awak Kapal Perikanan Migran sedang berlayar yang tidak dimungkinkan dilakukan pemulangan, Awak Kapal Perikanan Migran harus meneruskan tugas di atas kapal perikanan sampai kapal perikanan tiba di pelabuhan pertama berikutnya dan menerima imbalan upah dan kesejahteraan atas kelebihan waktu kerja.",PP 22/2022,3,37,,
,Ayat,Cisco,"Bagaimana penyelesaian perselisihan antara Awak Kapal dengan BP2MI, P3MI, atau perusahaan yang menempatkan awak kapal?","Penyelesaian dalam hal terjadi perselisihan antara Awak Kapal Niaga Migran atau Awak Kapal Perikanan Migran dengan BP2MI, P3MI, atau perusahaan yang menempatkan awak kapal untuk kepentingan perusahaan sendiri mengenai pelaksanaan Perjanjian Penempatan dilakukan secara musyawarah.",PP 22/2022,4,38,1,
,Ayat,Cisco,Siapa yang memberikan bantuan hukum pada Awak Kapal di luar negeri?,"Perwakilan Republik Indonesia memberikan bantuan hukum, pendampingan, dan/atau mediasi pada Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran di luar negeri.",PP 22/2022,4,39,1,
,Ayat,Cisco,Siapa yang melakukan pengawasan penempatan dan pelindungan Awak Kapal sebelum dan setelah bekerja?,Pengawasan Penempatan dan Pelindungan Awak Kapal Niaga Migran dan Awak Kapal Perikanan Migran sebelum dan setelah bekerja dilaksanakan melalui pengawasan oleh pengawas ketenagakerjaan dan dapat melibatkan marine inspector atau pengawas perikanan sesuai dengan kewenangan masing-masing.,PP 22/2022,5,40,1,
